,username,gender,age,occupation,age,zipcode,password
5391,user5392,M,50,academic/educator,50-55,98112,youaresosmartifyoufiguredoutthispassword
5392,user5393,M,35,executive/managerial,35-44,10471,youaresosmartifyoufiguredoutthispassword
5393,user5394,M,18,other or not specified,18-24,60618,youaresosmartifyoufiguredoutthispassword
5394,user5395,M,50,academic/educator,50-55,13224,youaresosmartifyoufiguredoutthispassword
5395,user5396,M,25,doctor/health care,25-34,89118,youaresosmartifyoufiguredoutthispassword
5396,user5397,M,18,other or not specified,18-24,60451,youaresosmartifyoufiguredoutthispassword
5397,user5398,M,56,technician/engineer,56+,71301,youaresosmartifyoufiguredoutthispassword
5398,user5399,M,25,academic/educator,25-34,12553,youaresosmartifyoufiguredoutthispassword
5399,user5400,F,18,college/grad student,18-24,30010,youaresosmartifyoufiguredoutthispassword
5400,user5401,F,18,academic/educator,18-24,20003,youaresosmartifyoufiguredoutthispassword
5401,user5402,F,25,other or not specified,25-34,30102,youaresosmartifyoufiguredoutthispassword
5402,user5403,M,1,K-12 student,Under 18,59801,youaresosmartifyoufiguredoutthispassword
5403,user5404,M,25,other or not specified,25-34,30068,youaresosmartifyoufiguredoutthispassword
5404,user5405,F,50,executive/managerial,50-55,12866,youaresosmartifyoufiguredoutthispassword
5405,user5406,F,35,other or not specified,35-44,49504,youaresosmartifyoufiguredoutthispassword
5406,user5407,F,35,technician/engineer,35-44,30096,youaresosmartifyoufiguredoutthispassword
5407,user5408,M,25,writer,25-34,11230-1710,youaresosmartifyoufiguredoutthispassword
5408,user5409,M,45,academic/educator,45-49,60091,youaresosmartifyoufiguredoutthispassword
5409,user5410,F,45,artist,45-49,21212,youaresosmartifyoufiguredoutthispassword
5410,user5411,F,1,unemployed,Under 18,14850,youaresosmartifyoufiguredoutthispassword
5411,user5412,M,25,programmer,25-34,97330,youaresosmartifyoufiguredoutthispassword
5412,user5413,M,35,academic/educator,35-44,59801,youaresosmartifyoufiguredoutthispassword
5413,user5414,M,1,K-12 student,Under 18,07652,youaresosmartifyoufiguredoutthispassword
5414,user5415,F,25,executive/managerial,25-34,03862,youaresosmartifyoufiguredoutthispassword
5415,user5416,F,25,customer service,25-34,01801,youaresosmartifyoufiguredoutthispassword
5416,user5417,M,18,technician/engineer,18-24,19030,youaresosmartifyoufiguredoutthispassword
5417,user5418,F,25,other or not specified,25-34,53589,youaresosmartifyoufiguredoutthispassword
5418,user5419,F,18,programmer,18-24,05055,youaresosmartifyoufiguredoutthispassword
5419,user5420,F,1,unemployed,Under 18,14850,youaresosmartifyoufiguredoutthispassword
5420,user5421,M,35,technician/engineer,35-44,22030,youaresosmartifyoufiguredoutthispassword
5421,user5422,M,50,executive/managerial,50-55,94114,youaresosmartifyoufiguredoutthispassword
5422,user5423,F,50,customer service,50-55,60714,youaresosmartifyoufiguredoutthispassword
5423,user5424,F,35,artist,35-44,80012,youaresosmartifyoufiguredoutthispassword
5424,user5425,M,18,college/grad student,18-24,53211,youaresosmartifyoufiguredoutthispassword
5425,user5426,M,25,sales/marketing,25-34,95821,youaresosmartifyoufiguredoutthispassword
5426,user5427,M,35,unemployed,35-44,11201,youaresosmartifyoufiguredoutthispassword
5427,user5428,F,25,doctor/health care,25-34,28412,youaresosmartifyoufiguredoutthispassword
5428,user5429,F,25,academic/educator,25-34,02460,youaresosmartifyoufiguredoutthispassword
5429,user5430,F,45,academic/educator,45-49,26505,youaresosmartifyoufiguredoutthispassword
5430,user5431,M,56,academic/educator,56+,19026,youaresosmartifyoufiguredoutthispassword
5431,user5432,M,56,retired,56+,01742,youaresosmartifyoufiguredoutthispassword
5432,user5433,F,35,technician/engineer,35-44,45014,youaresosmartifyoufiguredoutthispassword
5433,user5434,F,25,executive/managerial,25-34,60618,youaresosmartifyoufiguredoutthispassword
5434,user5435,M,45,tradesman/craftsman,45-49,02557,youaresosmartifyoufiguredoutthispassword
5435,user5436,M,18,college/grad student,18-24,90024,youaresosmartifyoufiguredoutthispassword
5436,user5437,M,25,lawyer,25-34,55426,youaresosmartifyoufiguredoutthispassword
5437,user5438,M,25,sales/marketing,25-34,60048,youaresosmartifyoufiguredoutthispassword
5438,user5439,M,56,retired,56+,19119,youaresosmartifyoufiguredoutthispassword
5439,user5440,F,45,artist,45-49,37923,youaresosmartifyoufiguredoutthispassword
5440,user5441,M,50,executive/managerial,50-55,95762,youaresosmartifyoufiguredoutthispassword
5441,user5442,M,25,executive/managerial,25-34,63110,youaresosmartifyoufiguredoutthispassword
5442,user5443,M,25,programmer,25-34,01915,youaresosmartifyoufiguredoutthispassword
5443,user5444,F,18,college/grad student,18-24,55449,youaresosmartifyoufiguredoutthispassword
5444,user5445,M,25,other or not specified,25-34,43223,youaresosmartifyoufiguredoutthispassword
5445,user5446,F,50,academic/educator,50-55,65203,youaresosmartifyoufiguredoutthispassword
5446,user5447,M,45,artist,45-49,60626,youaresosmartifyoufiguredoutthispassword
5447,user5448,M,45,unemployed,45-49,60626,youaresosmartifyoufiguredoutthispassword
5448,user5449,M,18,programmer,18-24,01702,youaresosmartifyoufiguredoutthispassword
5449,user5450,M,18,programmer,18-24,02143,youaresosmartifyoufiguredoutthispassword
5450,user5451,F,25,academic/educator,25-34,98115,youaresosmartifyoufiguredoutthispassword
5451,user5452,M,35,doctor/health care,35-44,10011,youaresosmartifyoufiguredoutthispassword
5452,user5453,M,18,college/grad student,18-24,30305,youaresosmartifyoufiguredoutthispassword
5453,user5454,M,35,executive/managerial,35-44,10001,youaresosmartifyoufiguredoutthispassword
5454,user5455,F,18,technician/engineer,18-24,55449,youaresosmartifyoufiguredoutthispassword
5455,user5456,M,35,academic/educator,35-44,32312,youaresosmartifyoufiguredoutthispassword
5456,user5457,M,18,programmer,18-24,55405,youaresosmartifyoufiguredoutthispassword
5457,user5458,F,18,artist,18-24,98102,youaresosmartifyoufiguredoutthispassword
5458,user5459,F,1,K-12 student,Under 18,99016,youaresosmartifyoufiguredoutthispassword
5459,user5460,M,18,college/grad student,18-24,02143,youaresosmartifyoufiguredoutthispassword
5460,user5461,M,50,other or not specified,50-55,94025,youaresosmartifyoufiguredoutthispassword
5461,user5462,M,25,technician/engineer,25-34,89103,youaresosmartifyoufiguredoutthispassword
5462,user5463,M,35,other or not specified,35-44,53202,youaresosmartifyoufiguredoutthispassword
5463,user5464,M,35,executive/managerial,35-44,77079,youaresosmartifyoufiguredoutthispassword
5464,user5465,F,25,other or not specified,25-34,10019,youaresosmartifyoufiguredoutthispassword
5465,user5466,M,25,programmer,25-34,98033,youaresosmartifyoufiguredoutthispassword
5466,user5467,M,35,other or not specified,35-44,63366,youaresosmartifyoufiguredoutthispassword
5467,user5468,M,25,programmer,25-34,94618,youaresosmartifyoufiguredoutthispassword
5468,user5469,M,35,programmer,35-44,20171,youaresosmartifyoufiguredoutthispassword
5469,user5470,M,56,executive/managerial,56+,20003-2712,youaresosmartifyoufiguredoutthispassword
5470,user5471,M,18,executive/managerial,18-24,10016,youaresosmartifyoufiguredoutthispassword
5471,user5472,M,35,academic/educator,35-44,27909,youaresosmartifyoufiguredoutthispassword
5472,user5473,M,25,academic/educator,25-34,20120-6354,youaresosmartifyoufiguredoutthispassword
5473,user5474,M,25,programmer,25-34,20009,youaresosmartifyoufiguredoutthispassword
5474,user5475,M,25,college/grad student,25-34,94110,youaresosmartifyoufiguredoutthispassword
5475,user5476,F,35,other or not specified,35-44,20037,youaresosmartifyoufiguredoutthispassword
5476,user5477,M,35,academic/educator,35-44,55343,youaresosmartifyoufiguredoutthispassword
5477,user5478,M,35,executive/managerial,35-44,02766,youaresosmartifyoufiguredoutthispassword
5478,user5479,M,35,academic/educator,35-44,50014,youaresosmartifyoufiguredoutthispassword
5479,user5480,F,25,sales/marketing,25-34,07030,youaresosmartifyoufiguredoutthispassword
5480,user5481,M,45,programmer,45-49,55449,youaresosmartifyoufiguredoutthispassword
5481,user5482,M,18,executive/managerial,18-24,10014,youaresosmartifyoufiguredoutthispassword
5482,user5483,F,25,doctor/health care,25-34,15202,youaresosmartifyoufiguredoutthispassword
5483,user5484,M,45,technician/engineer,45-49,21742,youaresosmartifyoufiguredoutthispassword
5484,user5485,M,25,college/grad student,25-34,08544,youaresosmartifyoufiguredoutthispassword
5485,user5486,M,25,other or not specified,25-34,17821,youaresosmartifyoufiguredoutthispassword
5486,user5487,M,25,technician/engineer,25-34,95136,youaresosmartifyoufiguredoutthispassword
5487,user5488,M,25,scientist,25-34,91125,youaresosmartifyoufiguredoutthispassword
5488,user5489,M,18,executive/managerial,18-24,94104,youaresosmartifyoufiguredoutthispassword
5489,user5490,M,45,technician/engineer,45-49,80907,youaresosmartifyoufiguredoutthispassword
5490,user5491,M,18,executive/managerial,18-24,10016,youaresosmartifyoufiguredoutthispassword
5491,user5492,M,18,college/grad student,18-24,55104,youaresosmartifyoufiguredoutthispassword
5492,user5493,M,35,programmer,35-44,96797,youaresosmartifyoufiguredoutthispassword
5493,user5494,F,35,technician/engineer,35-44,94306,youaresosmartifyoufiguredoutthispassword
5494,user5495,F,18,college/grad student,18-24,95076,youaresosmartifyoufiguredoutthispassword
5495,user5496,M,25,executive/managerial,25-34,90069,youaresosmartifyoufiguredoutthispassword
5496,user5497,M,25,college/grad student,25-34,60201,youaresosmartifyoufiguredoutthispassword
5497,user5498,F,50,academic/educator,50-55,62901,youaresosmartifyoufiguredoutthispassword
5498,user5499,F,25,unemployed,25-34,60201,youaresosmartifyoufiguredoutthispassword
5499,user5500,F,35,writer,35-44,14850,youaresosmartifyoufiguredoutthispassword
5500,user5501,M,25,artist,25-34,33334,youaresosmartifyoufiguredoutthispassword
5501,user5502,M,25,artist,25-34,66044,youaresosmartifyoufiguredoutthispassword
5502,user5503,F,25,homemaker,25-34,55409,youaresosmartifyoufiguredoutthispassword
5503,user5504,M,45,executive/managerial,45-49,85287-2702,youaresosmartifyoufiguredoutthispassword
5504,user5505,F,25,college/grad student,25-34,02141,youaresosmartifyoufiguredoutthispassword
5505,user5506,F,18,sales/marketing,18-24,60610,youaresosmartifyoufiguredoutthispassword
5506,user5507,M,45,executive/managerial,45-49,44325,youaresosmartifyoufiguredoutthispassword
5507,user5508,M,25,writer,25-34,94519,youaresosmartifyoufiguredoutthispassword
5508,user5509,M,25,other or not specified,25-34,11215,youaresosmartifyoufiguredoutthispassword
5509,user5510,M,18,college/grad student,18-24,191004,youaresosmartifyoufiguredoutthispassword
5510,user5511,M,45,academic/educator,45-49,92407,youaresosmartifyoufiguredoutthispassword
5511,user5512,F,25,technician/engineer,25-34,01701,youaresosmartifyoufiguredoutthispassword
5512,user5513,M,35,academic/educator,35-44,91768,youaresosmartifyoufiguredoutthispassword
5513,user5514,F,1,K-12 student,Under 18,76501,youaresosmartifyoufiguredoutthispassword
5514,user5515,M,18,college/grad student,18-24,16101,youaresosmartifyoufiguredoutthispassword
5515,user5516,F,50,self-employed,50-55,98257,youaresosmartifyoufiguredoutthispassword
5516,user5517,M,56,other or not specified,56+,80210,youaresosmartifyoufiguredoutthispassword
5517,user5518,M,50,technician/engineer,50-55,78666,youaresosmartifyoufiguredoutthispassword
5518,user5519,M,35,scientist,35-44,33167,youaresosmartifyoufiguredoutthispassword
5519,user5520,M,45,academic/educator,45-49,18901,youaresosmartifyoufiguredoutthispassword
5520,user5521,F,25,doctor/health care,25-34,02118,youaresosmartifyoufiguredoutthispassword
5521,user5522,M,25,sales/marketing,25-34,02460,youaresosmartifyoufiguredoutthispassword
5522,user5523,M,35,other or not specified,35-44,60187,youaresosmartifyoufiguredoutthispassword
5523,user5524,F,1,K-12 student,Under 18,26505,youaresosmartifyoufiguredoutthispassword
5524,user5525,F,1,K-12 student,Under 18,55311,youaresosmartifyoufiguredoutthispassword
5525,user5526,F,35,artist,35-44,27514,youaresosmartifyoufiguredoutthispassword
5526,user5527,M,25,academic/educator,25-34,70803,youaresosmartifyoufiguredoutthispassword
5527,user5528,M,50,academic/educator,50-55,45840,youaresosmartifyoufiguredoutthispassword
5528,user5529,M,18,doctor/health care,18-24,05273,youaresosmartifyoufiguredoutthispassword
5529,user5530,F,18,college/grad student,18-24,63141,youaresosmartifyoufiguredoutthispassword
5530,user5531,M,50,technician/engineer,50-55,09056,youaresosmartifyoufiguredoutthispassword
5531,user5532,M,25,technician/engineer,25-34,27408,youaresosmartifyoufiguredoutthispassword
5532,user5533,F,50,artist,50-55,10025,youaresosmartifyoufiguredoutthispassword
5533,user5534,M,45,self-employed,45-49,30102,youaresosmartifyoufiguredoutthispassword
5534,user5535,M,25,scientist,25-34,94538,youaresosmartifyoufiguredoutthispassword
5535,user5536,M,25,self-employed,25-34,67204,youaresosmartifyoufiguredoutthispassword
5536,user5537,F,56,academic/educator,56+,10543,youaresosmartifyoufiguredoutthispassword
5537,user5538,M,45,programmer,45-49,55102,youaresosmartifyoufiguredoutthispassword
5538,user5539,F,25,writer,25-34,91403,youaresosmartifyoufiguredoutthispassword
5539,user5540,M,35,academic/educator,35-44,19149,youaresosmartifyoufiguredoutthispassword
5540,user5541,M,56,executive/managerial,56+,93924,youaresosmartifyoufiguredoutthispassword
5541,user5542,M,45,executive/managerial,45-49,11576,youaresosmartifyoufiguredoutthispassword
5542,user5543,M,25,technician/engineer,25-34,97401,youaresosmartifyoufiguredoutthispassword
5543,user5544,M,25,scientist,25-34,08876,youaresosmartifyoufiguredoutthispassword
5544,user5545,F,35,self-employed,35-44,98072,youaresosmartifyoufiguredoutthispassword
5545,user5546,M,18,sales/marketing,18-24,26301,youaresosmartifyoufiguredoutthispassword
5546,user5547,F,18,college/grad student,18-24,10025,youaresosmartifyoufiguredoutthispassword
5547,user5548,F,18,college/grad student,18-24,02138,youaresosmartifyoufiguredoutthispassword
5548,user5549,F,50,homemaker,50-55,76034,youaresosmartifyoufiguredoutthispassword
5549,user5550,M,35,scientist,35-44,48187,youaresosmartifyoufiguredoutthispassword
5550,user5551,F,35,writer,35-44,98103,youaresosmartifyoufiguredoutthispassword
5551,user5552,M,50,executive/managerial,50-55,23233,youaresosmartifyoufiguredoutthispassword
5552,user5553,M,35,clerical/admin,35-44,29425,youaresosmartifyoufiguredoutthispassword
5553,user5554,M,25,academic/educator,25-34,92116,youaresosmartifyoufiguredoutthispassword
5554,user5555,M,1,K-12 student,Under 18,37830,youaresosmartifyoufiguredoutthispassword
5555,user5556,M,45,doctor/health care,45-49,92103,youaresosmartifyoufiguredoutthispassword
5556,user5557,M,35,sales/marketing,35-44,33701,youaresosmartifyoufiguredoutthispassword
5557,user5558,M,1,K-12 student,Under 18,02446,youaresosmartifyoufiguredoutthispassword
5558,user5559,M,50,academic/educator,50-55,77706,youaresosmartifyoufiguredoutthispassword
5559,user5560,F,35,technician/engineer,35-44,98036,youaresosmartifyoufiguredoutthispassword
5560,user5561,F,25,clerical/admin,25-34,74075,youaresosmartifyoufiguredoutthispassword
5561,user5562,F,35,academic/educator,35-44,54650,youaresosmartifyoufiguredoutthispassword
5562,user5563,F,25,executive/managerial,25-34,11753,youaresosmartifyoufiguredoutthispassword
5563,user5564,M,45,writer,45-49,02446,youaresosmartifyoufiguredoutthispassword
5564,user5565,M,18,technician/engineer,18-24,02114,youaresosmartifyoufiguredoutthispassword
5565,user5566,M,35,executive/managerial,35-44,20901,youaresosmartifyoufiguredoutthispassword
5566,user5567,M,50,clerical/admin,50-55,78704,youaresosmartifyoufiguredoutthispassword
5567,user5568,M,18,college/grad student,18-24,49841,youaresosmartifyoufiguredoutthispassword
5568,user5569,F,18,academic/educator,18-24,07666,youaresosmartifyoufiguredoutthispassword
5569,user5570,M,25,academic/educator,25-34,07666,youaresosmartifyoufiguredoutthispassword
5570,user5571,F,25,homemaker,25-34,07307,youaresosmartifyoufiguredoutthispassword
5571,user5572,F,25,college/grad student,25-34,63119,youaresosmartifyoufiguredoutthispassword
5572,user5573,F,35,academic/educator,35-44,14619,youaresosmartifyoufiguredoutthispassword
5573,user5574,M,25,other or not specified,25-34,20878,youaresosmartifyoufiguredoutthispassword
5574,user5575,M,35,executive/managerial,35-44,19808,youaresosmartifyoufiguredoutthispassword
5575,user5576,M,25,college/grad student,25-34,55369,youaresosmartifyoufiguredoutthispassword
5576,user5577,M,50,academic/educator,50-55,12970,youaresosmartifyoufiguredoutthispassword
5577,user5578,F,18,academic/educator,18-24,02109,youaresosmartifyoufiguredoutthispassword
